-0.293561399,223.3292675,0.125984012,-2.398226416,1.397530277,1.048229787,-1.002307187,-3.928688304,-3.917263428,-3.569348004,1.33100656,-0.059196441,-3.863466503,-3.7443544,-4.440892484
0.179642752,1.858276192,0.494145001,0.438737198,0.299722047,0.38236077,0.190991946,-3.304690605,-3.2005208,-3.566949482,1.117781304,0.776863354,-3.203017611,-3.330656771,-2.840724351
0.65378059,1.300060164,0.830587217,0.502336821,0.71834106,0.357185739,0.635477614,-2.242399609,-3.018543508,-2.830012107,2.035193893,-1.510133697,-3.020778476,-2.936210545,-2.763068643
0.63332159,0.527646644,0.815711238,0.59373114,0.635178494,0.709246424,0.226193988,-2.013390557,-1.994297344,-2.046706121,1.139940752,0.892735805,-1.992813269,-2.016623784,-1.785585033
0.499301802,0.223621286,0.651490098,0.61855424,0.397890368,0.486410539,0.265568545,-2.740319344,-2.518231399,-2.592518707,0.949553044,-0.276580306,-2.519827079,-2.546586884,-2.38228889
0.26433111,0.244799822,0.427780649,0.514799012,0.169248337,0.539451905,-0.068313622,-1.340252537,-1.1964599,-1.344956562,0.067643097,1.102217126,-1.194012557,-1.251620013,-0.982893918
0.234494214,0.418184007,0.385884395,0.300538737,0.320477091,0.200515943,0.260402182,-0.370607961,-0.458705551,-0.254024635,1.066846899,0.039490295,-0.458827623,-0.392853447,-0.52052099
2.084279203,-0.642672485,1.675232242,0.278901131,2.056543721,0.388738795,1.648364204,-0.348949103,-0.374503035,-0.372718482,0.866256516,1.093051762,-0.375315137,-0.379059774,-0.285768426
1.68519532,0.242532416,1.5482791,0.43732049,1.758964983,0.612865032,1.242445521,-0.861428224,-0.901338692,-0.872175063,0.853340929,-1.129568323,-0.902432257,-0.896970042,-0.84550133
0.9669141,0.260189236,1.040599214,0.608000486,0.925982645,0.62797005,0.595063854,-1.027588167,-1.118458892,-1.027005071,1.113641318,-0.356900574,-1.119714499,-1.09152533,-1.086431361
0.177026381,2.05476862,0.573036085,0.702691758,0.240421708,0.614908528,0.031479417,-1.175140705,-1.271771709,-0.929059272,1.289040043,0.571077568,-1.271684273,-1.145748164,-1.580812415
-2.028636448,1.941301841,-1.118158339,0.656164705,-2.072191262,0.640083559,-2.095525808,-1.484743957,-1.75905444,-1.259860072,1.44193579,-2.23287994,-1.753166094,-1.557284327,-2.265898475
0.412017593,0.18874183,0.594312014,0.532764849,0.358975675,0.596527596,0.07830881,-1.136254514,-1.166803274,-1.202104864,0.859177968,-1.572837648,-1.168087701,-1.184441484,-1.063417577
0.640134416,0.264000408,0.72956948,0.424353252,0.632032429,0.497660302,0.354098937,-0.993741939,-0.850113547,-0.99673246,-0.03106352,1.307618486,-0.851209181,-0.903511343,-0.781659706
-0.265150682,0.695338193,0.148539931,0.715280462,-0.368897001,0.571979308,-0.449428851,-1.063426728,-1.043543291,-0.99157949,0.701301143,-0.669953857,-1.044754237,-1.030986273,-1.137070355
-1.275018822,1.340535771,-0.511115337,0.752892944,-1.295274977,0.529508295,-1.220286068,-1.00947467,-1.207567568,-0.916755575,1.232746208,0.92121057,-1.208876296,-1.103513437,-1.549248188
0.781428743,0.959611584,0.938309292,0.674212803,0.766038487,0.47536618,0.635445503,-1.121785166,-0.967735773,-1.133517256,-0.125787544,0.851738641,-0.968901527,-1.027592731,-0.874332817
-0.153734292,0.838184763,0.209003843,0.603749835,-0.214774567,0.631109029,-0.437509224,-0.841463542,-0.820517334,-0.789596431,0.603470143,-0.233752903,-0.821595325,-0.815601922,-0.847537431
-0.757192709,874.3877514,-0.762609933,-3.570389466,2.510665856,-0.178726401,-0.755651179,-0.008386539,0.065344902,0.062072456,-0.980006018,-0.353340727,0.064795011,0.060418767,0.070787728
1.186535411,-0.600942568,0.997977112,0.226426326,1.155182137,0.45229258,0.727290796,0.08438951,0.006420882,0.142358961,0.668994204,-2.905214704,0.005873083,0.046994838,-0.06678184
-0.094429869,-1.129923534,-1.018576688,-1.502672285,-0.131123614,-1.284515905,0.173659031,0.858051942,0.993173303,0.814664063,0.546245821,-2.21140995,0.993206177,0.945025372,1.103880437
0.911980557,-0.940233324,0.189710337,-0.727883405,0.885655831,-0.64092521,0.953079956,0.900220524,0.857190303,0.859630031,-0.434172063,-0.311824881,0.857112464,0.858098191,0.86859568
0.590331013,-0.208922566,0.605316805,0.274523668,0.554221525,0.447994918,0.256152321,-0.76042751,-0.622954742,-0.741726404,-0.031286972,0.910356557,-0.623914958,-0.666737728,-0.56353215
0.589253684,-0.455104952,0.576969712,0.271917387,0.499347175,0.563726322,0.091644295,-0.928157817,-0.820894518,-0.977540537,0.025648937,0.7466455,-0.821972734,-0.877290554,-0.700748514
0.101079782,-0.432672107,0.260133195,0.391828619,-0.027558833,0.097898728,0.167412858,-0.783051764,-0.741902757,-0.705789118,0.882369404,0.959953368,-0.742933882,-0.735244234,-0.782197307
0.172799145,-0.365566542,0.292320257,0.371636787,0.068618328,0.461351377,-0.145365206,-0.969101705,-0.967347719,-0.943203266,0.936818127,0.722677465,-0.968513242,-0.964655747,-0.97322327
1.446807955,-0.743692653,1.176410823,0.161567047,1.419778275,-0.113360857,1.5308797,-0.341446171,-0.233614132,-0.324115927,-0.174533753,1.022718421,-0.234342245,-0.26690365,-0.222738028
0.563880009,-0.715422444,0.524810125,0.221042732,0.474453988,0.625568416,-0.047871421,-0.502885353,-0.516480805,-0.47972857,0.725871524,0.899483655,-0.515625525,-0.509603664,-0.461333132
0.430640002,-0.766752653,0.421169969,0.261552844,0.313215008,0.438799185,0.037132597,-0.413115804,-0.368164853,-0.455804191,0.021881575,-1.547094087,-0.368973178,-0.401189267,-0.279717485
0.605700914,-0.524477924,0.586319882,0.295140188,0.524488421,0.417432009,0.267580385,-0.435221923,-0.379987303,-0.438694915,-0.013625295,0.71910443,-0.379994732,-0.403996222,-0.299209749
0.647768065,-0.714891774,0.554843058,0.146099022,0.590257399,0.415746652,0.228296008,-0.193860594,-0.24847349,-0.189689775,0.710896978,0.080537692,-0.249210462,-0.234028221,-0.292443681
2.163775858,-0.840467465,1.642990545,0.014728707,2.180611807,0.386695299,1.610270559,-0.272912602,-0.218594658,-0.277585365,-0.229858107,1.132195634,-0.216890988,-0.242076831,-0.097336396
0.439781912,-0.779729934,0.396639432,0.194088622,0.338381433,0.407957139,0.042105827,0.067450003,0.06805975,0.071696731,0.108767208,0.354258271,0.067511478,0.065318771,0.031570186
1.943343985,-0.531135413,1.51938567,0.073366087,1.986420182,0.340311096,1.506717405,0.032586231,0.155754479,0.01689976,-0.762188261,-0.023913671,0.155258485,0.110512639,0.228325988
0.314688569,-0.27564219,0.399628676,0.360602541,0.204962979,0.479769176,-0.033025795,-0.412818552,-0.444192349,-0.46619292,0.077916935,0.675177977,-0.443793845,-0.456637865,-0.422731635
-0.287692519,-0.172306373,-0.023790413,0.407474402,-0.414221968,0.512654718,-0.597201409,-0.292601617,-0.191885242,-0.263943906,-0.387628028,-0.240123893,-0.192588479,-0.219304822,-0.174165814
0.439258638,-0.4383165,0.463815485,0.268816006,0.372877424,0.384778205,0.148072498,0.017721064,0.098194257,0.010397421,-1.745408935,-1.167795275,0.097663949,0.067537673,0.125111235
0.130208719,-0.465042944,0.195751265,0.235443038,0.036484049,0.360740791,-0.156069198,0.013642456,-0.061871936,-0.001410055,0.524628817,1.209871479,-0.062497666,-0.046638595,-0.167886046
-0.061463587,-0.863479223,0.052837274,0.238700744,-0.205201828,0.679036388,-0.689072015,0.574312195,0.583283129,0.639554181,-0.777983965,0.320361289,0.583254915,0.599034434,0.541116994
0.844108799,-0.360356333,0.816733669,0.320768543,0.824129541,0.519148612,0.441629972,0.432534138,0.400075649,0.449344782,0.088412791,0.236881105,0.399725305,0.412917336,0.303177563
1.000639643,-0.450135957,0.892627702,0.255164159,0.988211445,0.375008397,0.692323548,-0.997113607,-0.931479994,-1.015906909,0.573967119,-0.744664938,-0.932624134,-0.965276799,-0.745288223
0.555189551,-0.255139052,0.614253319,0.362932742,0.507791626,0.464158551,0.248516247,-1.04568324,-0.975104521,-1.059281462,0.502863901,-0.789557592,-0.976187358,-1.0089058,-0.847769022
0.64867097,-0.230052859,0.701159949,0.393022225,0.603511356,0.457743658,0.359228326,0.022409482,0.055268603,0.020097553,-0.257529271,1.513671009,0.054712705,0.040363496,-0.012789895
-0.54496906,-0.966911525,-0.426339423,0.043938027,-0.694387199,0.396312371,-0.965656707,0.016895709,-0.090209629,0.014980055,0.527893644,-0.185426852,-0.090852252,-0.060082735,-0.182129509
1.150983538,-0.904051315,0.81262053,-0.084329848,1.11849637,0.294653703,0.682827926,0.672435426,0.767847693,0.672410301,-0.003204262,1.274297541,0.767716593,0.739920514,0.77775454